Student_ID,Gender,Age,State,City,College_Type,Degree_Stream,10th_Percentage,12th_Percentage,Graduation_Percentage,CGPA,Backlogs,Attendance,Internship,Internship_Months,Projects,Certifications,Aptitude_Score,Coding_Score,Communication_Score,Technical_Score,Mock_Interview_Score,Resume_Score,Company_Type,Placement_Package_LPA,Placement_Status
SP100175,Female,20,Tamil Nadu,Bhopal,Private,BCA,61,74,57,5.83,5,86,No,0,4,3,55,49,57,44,41,74,,0.0,Not Placed
SP100176,Male,25,Maharashtra,Delhi,Government,B.Com,56,77,69,7.82,3,85,Yes,4,4,4,68,55,86,55,51,63,Startup,3.25,Placed
SP100177,Female,22,Rajasthan,Ahmedabad,Government,B.Tech,79,79,62,8.89,2,87,Yes,8,3,0,80,70,54,81,79,77,Government,8.45,Placed
SP100178,Male,22,Madhya Pradesh,Pune,Autonomous,BCA,88,69,80,9.9,2,80,No,0,5,2,66,77,82,60,88,67,Product,7.48,Placed
SP100179,Female,24,Rajasthan,Ahmedabad,Private,BBA,54,66,68,5.58,5,74,No,0,3,6,86,54,64,65,52,43,,0.0,Not Placed
SP100180,Male,22,Maharashtra,Bhopal,Government,MBA,68,73,93,9.33,2,93,No,0,5,6,65,77,76,87,57,71,Product,5.76,Placed
SP100181,Female,23,Tamil Nadu,Lucknow,Private,B.Sc,73,78,59,7.04,2,67,Yes,1,6,5,59,35,53,67,83,65,,0.0,Not Placed
SP100182,Male,22,Delhi,Bhopal,Autonomous,BCA,77,73,74,7.98,3,82,Yes,4,3,3,65,71,65,81,64,69,Startup,5.67,Placed
SP100183,Female,20,Karnataka,Jaipur,Government,B.Sc,89,89,73,8.0,2,84,No,0,7,7,75,72,85,78,71,79,Service,3.75,Placed
SP100184,Female,25,Karnataka,Delhi,Private,MBA,77,98,92,8.05,1,72,Yes,7,6,5,74,69,71,85,90,94,MNC,3.97,Placed
SP100185,Female,24,Karnataka,Jaipur,Private,B.Tech,98,94,69,6.33,3,76,No,0,4,9,58,89,77,57,81,77,MNC,3.75,Placed
SP100186,Male,21,Gujarat,Mumbai,Autonomous,BCA,71,63,68,6.89,5,70,No,0,3,5,60,41,46,48,42,63,,0.0,Not Placed
SP100187,Female,25,Madhya Pradesh,Lucknow,Government,B.Sc,74,62,50,5.11,4,80,No,0,4,8,60,58,44,39,63,50,,0.0,Not Placed
SP100188,Female,24,Karnataka,Bhopal,Autonomous,B.Sc,66,70,84,7.46,1,79,Yes,8,3,7,87,55,69,61,84,46,MNC,3.78,Placed
SP100189,Female,27,Gujarat,Lucknow,Government,B.Com,77,67,65,7.97,3,74,Yes,2,4,2,69,57,63,92,53,70,,0.0,Not Placed
SP100190,Female,22,Madhya Pradesh,Mumbai,Autonomous,MBA,98,80,75,9.56,3,74,No,0,2,9,82,52,66,61,88,69,MNC,3.57,Placed
SP100191,Female,25,Uttar Pradesh,Mumbai,Private,B.Tech,73,52,82,8.5,2,62,Yes,5,5,2,85,74,65,55,79,70,MNC,5.86,Placed
SP100192,Male,25,Maharashtra,Bengaluru,Autonomous,MCA,87,62,66,6.81,4,78,Yes,1,4,4,67,31,39,58,50,64,,0.0,Not Placed
SP100193,Male,27,Uttar Pradesh,Jaipur,Private,MCA,89,70,77,9.9,0,84,Yes,10,6,6,86,72,68,85,81,58,Service,9.04,Placed
SP100194,Male,24,Maharashtra,Bhopal,Private,BCA,81,58,65,5.92,4,87,No,0,3,3,61,74,53,69,65,53,,0.0,Not Placed
SP100195,Male,24,Gujarat,Ahmedabad,Private,B.Sc,65,56,62,5.0,5,87,No,0,2,5,51,47,63,47,42,47,,0.0,Not Placed
SP100196,Female,27,Karnataka,Mumbai,Government,BCA,98,98,91,9.41,0,93,Yes,6,6,5,87,95,73,49,100,70,Product,8.84,Placed
SP100197,Male,21,Uttar Pradesh,Chennai,Private,BCA,50,55,60,5.0,5,60,No,0,3,5,61,43,42,46,61,55,,0.0,Not Placed
SP100198,Male,22,Uttar Pradesh,Mumbai,Private,B.Tech,77,98,71,7.98,2,100,Yes,10,8,4,76,68,68,59,64,81,MNC,6.9,Placed
SP100199,Female,23,Tamil Nadu,Bhopal,Autonomous,MBA,76,74,71,7.1,0,89,Yes,9,4,5,81,90,72,82,77,81,Product,7.29,Placed
SP100200,Female,23,Tamil Nadu,Pune,Private,B.Tech,76,67,73,8.0,3,86,Yes,5,5,6,78,75,72,68,76,64,Product,6.66,Placed
SP100201,Female,21,Gujarat,Bengaluru,Autonomous,B.Tech,59,67,64,5.0,2,62,No,0,3,3,59,64,58,61,58,46,,0.0,Not Placed
SP100202,Male,25,Madhya Pradesh,Bhopal,Private,BBA,68,83,88,8.38,0,77,Yes,9,6,8,84,100,97,82,92,71,Service,10.87,Placed
SP100203,Male,21,Uttar Pradesh,Mumbai,Private,MBA,69,80,67,5.22,5,74,No,0,3,2,87,61,44,48,66,69,,0.0,Not Placed
SP100204,Female,24,Karnataka,Indore,Private,MBA,68,66,50,5.24,5,79,No,0,3,4,58,59,58,64,60,64,,0.0,Not Placed
SP100205,Female,25,Gujarat,Pune,Private,MCA,71,76,76,8.52,2,85,Yes,1,2,3,85,53,46,59,77,57,Service,2.5,Placed
SP100206,Male,25,Gujarat,Bhopal,Private,BCA,89,76,52,8.35,1,83,Yes,6,5,1,82,81,78,70,66,86,Startup,4.23,Placed
SP100207,Male,23,Tamil Nadu,Bengaluru,Autonomous,B.Tech,72,65,75,8.57,3,79,No,0,4,10,81,68,60,54,81,64,,0.0,Not Placed
SP100208,Female,26,Maharashtra,Indore,Private,B.Com,89,81,82,6.45,2,77,Yes,10,2,6,84,75,59,84,91,81,Startup,5.17,Placed
SP100209,Female,23,Tamil Nadu,Indore,Private,MBA,79,89,69,6.99,0,81,No,0,2,4,83,78,56,52,47,73,MNC,3.56,Placed
SP100210,Female,26,Rajasthan,Chennai,Private,BCA,64,80,68,7.31,2,86,No,0,5,4,96,67,56,64,51,66,,0.0,Not Placed
SP100211,Male,24,Karnataka,Jaipur,Private,MBA,75,66,69,7.8,5,76,No,0,3,6,65,50,66,67,63,57,MNC,2.5,Placed
SP100212,Female,24,Gujarat,Pune,Private,BBA,69,69,80,7.03,2,68,No,0,0,4,50,62,57,55,72,44,,0.0,Not Placed
SP100213,Female,25,Madhya Pradesh,Jaipur,Autonomous,B.Com,81,72,76,8.2,4,81,Yes,6,2,4,72,64,79,59,67,67,Product,4.15,Placed
SP100214,Male,26,Tamil Nadu,Chennai,Private,B.Sc,68,92,69,5.66,4,93,No,0,4,6,57,82,65,48,48,74,,0.0,Not Placed
SP100215,Male,21,Gujarat,Ahmedabad,Private,B.Com,90,78,70,8.65,4,100,Yes,3,4,2,68,86,88,66,52,68,Government,7.33,Placed
SP100216,Male,24,Delhi,Jaipur,Private,MCA,75,69,62,6.35,4,81,No,0,3,2,79,47,55,44,74,77,,0.0,Not Placed
SP100217,Female,24,Uttar Pradesh,Mumbai,Autonomous,MCA,50,59,63,5.97,5,85,No,0,1,5,80,71,85,76,71,48,,0.0,Not Placed
SP100218,Female,23,Rajasthan,Ahmedabad,Autonomous,B.Tech,65,67,90,6.53,1,79,Yes,1,3,6,61,75,61,64,83,69,Service,2.5,Placed
SP100219,Female,21,Maharashtra,Pune,Private,B.Com,60,69,68,5.66,3,97,Yes,7,7,4,79,66,68,71,67,65,Startup,3.48,Placed
SP100220,Male,24,Uttar Pradesh,Bengaluru,Private,B.Sc,75,84,81,6.57,2,82,No,0,7,7,67,70,80,90,81,78,MNC,5.19,Placed
SP100221,Female,23,Maharashtra,Jaipur,Autonomous,BBA,82,80,80,6.35,3,79,Yes,4,4,7,75,89,77,59,81,50,Startup,4.24,Placed
SP100222,Male,22,Karnataka,Jaipur,Autonomous,BBA,86,59,86,8.99,1,92,No,0,5,8,89,67,66,60,82,94,Government,5.2,Placed
SP100223,Female,25,Maharashtra,Indore,Government,B.Sc,55,66,68,7.16,4,68,No,0,5,8,43,67,60,76,73,72,,0.0,Not Placed
SP100224,Male,24,Gujarat,Indore,Private,B.Com,51,83,77,6.98,2,92,Yes,1,3,2,55,54,68,65,78,72,,0.0,Not Placed
SP100225,Male,25,Karnataka,Mumbai,Autonomous,MBA,67,78,71,7.12,3,67,Yes,3,8,2,76,61,62,56,68,77,MNC,3.62,Placed
SP100226,Female,25,Madhya Pradesh,Lucknow,Government,B.Tech,71,91,71,6.77,3,76,Yes,3,6,7,78,43,52,30,85,72,MNC,2.5,Placed
SP100227,Male,26,Delhi,Ahmedabad,Autonomous,B.Sc,87,90,86,9.9,0,85,No,0,4,6,100,67,76,72,58,82,Product,8.27,Placed
SP100228,Male,24,Maharashtra,Bengaluru,Autonomous,MBA,75,75,77,6.79,5,81,No,0,5,7,62,58,70,65,62,84,,0.0,Not Placed
SP100229,Male,27,Tamil Nadu,Chennai,Private,MCA,76,71,69,8.85,3,86,No,0,5,4,53,79,60,57,79,64,MNC,2.69,Placed
SP100230,Male,25,Gujarat,Mumbai,Private,B.Tech,93,82,87,7.27,0,90,Yes,5,3,0,51,50,69,71,58,74,Product,2.5,Placed
SP100231,Male,27,Madhya Pradesh,Pune,Government,MCA,77,78,82,6.48,3,92,Yes,3,4,5,78,52,87,63,65,71,Product,2.75,Placed
SP100232,Female,23,Karnataka,Bhopal,Government,B.Sc,78,72,81,5.82,2,78,Yes,1,2,5,60,31,58,30,60,73,MNC,2.5,Placed
SP100233,Male,24,Gujarat,Chennai,Autonomous,BCA,76,82,72,8.08,0,93,Yes,6,7,6,63,84,81,68,70,65,Product,6.5,Placed
SP100234,Male,23,Delhi,Ahmedabad,Private,BCA,79,76,54,6.92,2,73,Yes,5,3,5,84,67,58,61,65,65,Product,5.31,Placed
SP100235,Male,24,Madhya Pradesh,Bengaluru,Autonomous,BCA,94,80,83,8.33,1,100,Yes,7,4,5,73,66,72,70,87,78,Product,5.39,Placed
SP100236,Male,24,Karnataka,Jaipur,Private,MBA,71,85,83,8.78,2,73,Yes,8,8,6,55,88,60,100,93,80,MNC,9.63,Placed
SP100237,Female,23,Rajasthan,Chennai,Private,MBA,69,85,69,6.53,1,90,Yes,5,7,10,84,82,77,62,66,84,MNC,3.43,Placed
SP100238,Female,27,Madhya Pradesh,Chennai,Autonomous,BBA,67,68,56,5.39,2,86,No,0,4,8,80,60,76,93,65,69,Service,4.9,Placed
SP100239,Female,23,Gujarat,Ahmedabad,Government,BCA,82,67,67,7.15,4,85,No,0,1,5,64,77,56,48,61,66,,0.0,Not Placed
SP100240,Male,23,Gujarat,Bengaluru,Government,BCA,76,82,60,9.9,3,75,Yes,7,4,4,79,85,63,67,81,67,Startup,7.52,Placed
SP100241,Female,21,Uttar Pradesh,Indore,Private,B.Com,66,63,73,7.81,2,70,Yes,2,4,6,82,53,73,96,77,64,Startup,6.18,Placed
SP100242,Male,23,Maharashtra,Pune,Autonomous,B.Tech,67,59,70,5.58,5,71,Yes,1,0,6,74,30,72,49,40,53,,0.0,Not Placed
SP100243,Female,21,Gujarat,Chennai,Private,B.Com,82,86,80,9.73,1,90,No,0,4,4,74,86,80,79,73,80,Startup,8.61,Placed
SP100244,Male,21,Maharashtra,Chennai,Autonomous,B.Sc,74,91,73,7.92,4,79,No,0,6,4,57,71,76,66,74,79,Service,3.87,Placed
SP100245,Female,25,Madhya Pradesh,Indore,Autonomous,BBA,66,74,71,7.86,1,87,No,0,3,7,84,46,77,81,72,78,Product,2.5,Placed
SP100246,Female,26,Uttar Pradesh,Mumbai,Government,MBA,50,50,57,7.55,5,82,No,0,2,4,78,51,85,53,83,56,,0.0,Not Placed
SP100247,Male,23,Madhya Pradesh,Bengaluru,Autonomous,B.Tech,87,75,82,8.45,0,71,Yes,6,4,5,75,48,59,86,78,93,Product,2.5,Placed
SP100248,Female,22,Maharashtra,Indore,Government,B.Sc,65,83,74,6.64,3,76,No,0,4,6,64,40,53,68,69,77,,0.0,Not Placed
SP100249,Male,25,Rajasthan,Delhi,Autonomous,MCA,80,68,66,7.73,4,74,No,0,5,4,58,56,60,62,55,64,,0.0,Not Placed
SP100250,Male,24,Maharashtra,Bhopal,Private,BBA,85,77,61,5.21,4,70,No,0,4,4,60,67,61,34,50,72,,0.0,Not Placed
SP100251,Male,21,Tamil Nadu,Lucknow,Private,B.Com,81,53,70,6.78,3,84,Yes,6,3,8,80,64,58,70,56,88,Service,3.98,Placed
SP100252,Male,25,Maharashtra,Jaipur,Private,MCA,60,58,67,5.74,3,84,No,0,7,3,72,66,57,74,71,76,Product,2.5,Placed
SP100253,Male,23,Tamil Nadu,Bhopal,Government,MCA,75,68,73,8.47,4,70,No,0,2,0,74,66,53,49,81,59,,0.0,Not Placed
SP100254,Male,21,Gujarat,Mumbai,Government,BCA,71,79,65,7.04,2,75,No,0,4,5,80,92,81,73,71,79,MNC,5.89,Placed
SP100255,Male,22,Tamil Nadu,Bengaluru,Private,BBA,78,88,76,7.15,4,86,Yes,3,2,3,72,68,59,65,78,73,Product,4.22,Placed
SP100256,Male,25,Madhya Pradesh,Bhopal,Private,B.Com,89,66,82,7.16,1,80,Yes,11,6,3,66,46,72,66,51,66,MNC,4.06,Placed
SP100257,Male,22,Madhya Pradesh,Delhi,Autonomous,B.Com,68,70,71,7.88,4,88,No,0,4,4,88,77,43,43,69,67,,0.0,Not Placed
SP100258,Male,21,Tamil Nadu,Ahmedabad,Private,B.Sc,73,75,50,7.56,2,89,No,0,4,8,68,65,69,69,69,59,,0.0,Not Placed
SP100259,Male,24,Delhi,Jaipur,Private,BCA,75,83,73,7.44,4,70,Yes,6,4,0,73,67,57,73,65,76,,0.0,Not Placed
SP100260,Female,25,Uttar Pradesh,Delhi,Private,B.Com,83,79,69,6.88,0,89,Yes,5,6,7,100,72,91,58,86,100,Government,4.16,Placed
SP100261,Male,24,Rajasthan,Lucknow,Private,B.Sc,91,86,81,8.87,2,86,Yes,8,3,5,78,84,82,90,82,59,Startup,7.11,Placed
SP100262,Male,22,Karnataka,Indore,Autonomous,B.Tech,79,75,80,9.9,0,79,No,0,5,4,56,55,89,91,61,88,Government,6.11,Placed
SP100263,Female,23,Uttar Pradesh,Indore,Government,B.Tech,74,69,51,8.22,4,82,No,0,3,4,79,51,50,74,63,61,,0.0,Not Placed
SP100264,Female,23,Uttar Pradesh,Indore,Government,B.Tech,89,86,86,9.66,1,73,No,0,7,0,60,72,68,65,67,73,Product,5.41,Placed
SP100265,Male,22,Delhi,Bhopal,Private,MCA,75,83,85,9.9,0,94,No,0,6,10,95,80,72,89,93,79,Startup,8.34,Placed
SP100266,Female,24,Maharashtra,Lucknow,Private,MBA,73,87,82,8.05,4,81,No,0,6,4,71,71,58,49,66,52,,0.0,Not Placed
SP100267,Male,24,Uttar Pradesh,Pune,Autonomous,BCA,70,71,74,8.92,2,83,Yes,2,4,4,64,62,65,42,79,68,Service,3.11,Placed
SP100268,Male,22,Tamil Nadu,Bhopal,Private,B.Com,57,69,79,7.79,2,82,No,0,4,1,78,86,76,63,66,79,MNC,5.26,Placed
SP100269,Female,22,Rajasthan,Delhi,Autonomous,B.Sc,62,77,72,5.0,4,86,No,0,3,5,49,58,77,70,69,75,,0.0,Not Placed
SP100270,Female,20,Delhi,Mumbai,Government,BCA,91,89,69,9.46,1,83,Yes,7,6,10,93,47,75,79,66,69,MNC,4.89,Placed
SP100271,Male,27,Tamil Nadu,Jaipur,Government,MBA,80,73,75,9.9,1,96,No,0,7,4,73,73,65,67,60,67,Product,5.49,Placed
SP100272,Male,25,Delhi,Mumbai,Private,B.Com,84,87,85,8.32,1,86,Yes,7,3,3,64,100,100,93,77,83,Product,9.84,Placed
SP100273,Male,25,Gujarat,Jaipur,Private,MCA,80,73,73,9.9,1,75,Yes,8,5,6,74,59,66,68,54,84,Service,5.05,Placed
SP100274,Female,23,Maharashtra,Ahmedabad,Private,MBA,79,75,79,6.73,4,80,Yes,1,2,6,70,74,61,41,57,84,,0.0,Not Placed
SP100275,Male,22,Madhya Pradesh,Mumbai,Autonomous,B.Com,66,70,85,9.31,3,67,Yes,9,3,4,71,59,82,50,82,92,MNC,2.66,Placed
SP100276,Female,21,Delhi,Lucknow,Government,B.Sc,95,71,78,7.29,3,77,Yes,8,4,5,91,75,45,81,83,53,Product,6.86,Placed
SP100277,Male,24,Delhi,Indore,Private,MCA,65,86,66,9.19,3,74,Yes,4,1,3,55,80,75,50,75,66,Startup,5.26,Placed
SP100278,Male,22,Rajasthan,Jaipur,Private,BCA,68,77,76,6.26,4,85,No,0,3,3,79,80,68,47,55,77,,0.0,Not Placed
SP100279,Female,25,Karnataka,Chennai,Private,B.Tech,50,50,76,5.0,5,70,No,0,3,3,49,41,69,37,64,60,,0.0,Not Placed
SP100280,Male,20,Karnataka,Bengaluru,Private,B.Sc,83,77,90,6.64,1,70,Yes,7,4,6,52,64,57,80,76,84,MNC,2.5,Placed
SP100281,Male,26,Rajasthan,Mumbai,Private,B.Sc,62,62,59,8.96,4,84,Yes,3,1,2,46,58,56,64,51,68,,0.0,Not Placed
SP100282,Male,24,Karnataka,Lucknow,Autonomous,MBA,59,67,52,6.56,4,73,No,0,0,2,52,42,51,49,60,67,,0.0,Not Placed
SP100283,Female,26,Uttar Pradesh,Indore,Private,MBA,53,57,58,5.0,5,79,No,0,3,3,64,85,63,60,64,70,,0.0,Not Placed
SP100284,Male,22,Delhi,Pune,Government,BCA,84,61,79,7.18,3,79,No,0,5,2,71,59,67,72,54,62,,0.0,Not Placed
SP100285,Female,24,Rajasthan,Indore,Private,B.Sc,92,75,85,9.38,2,86,No,0,5,5,53,84,66,56,59,63,Startup,4.27,Placed
SP100286,Female,23,Karnataka,Chennai,Government,B.Tech,66,53,66,7.85,3,83,Yes,2,4,6,67,78,57,90,55,61,MNC,7.93,Placed
SP100287,Female,21,Rajasthan,Chennai,Private,MCA,64,73,77,7.68,2,80,No,0,4,5,92,70,75,83,56,72,MNC,5.78,Placed
SP100288,Female,20,Madhya Pradesh,Indore,Government,MBA,54,51,60,5.0,3,83,No,0,5,6,48,30,55,45,65,61,,0.0,Not Placed
SP100289,Female,20,Uttar Pradesh,Bengaluru,Private,B.Sc,73,57,56,5.0,5,73,No,0,3,5,40,61,84,68,79,65,,0.0,Not Placed
SP100290,Male,21,Karnataka,Mumbai,Government,B.Sc,67,87,79,6.26,2,89,Yes,10,2,7,68,90,86,82,81,82,Service,5.82,Placed
SP100291,Female,22,Tamil Nadu,Pune,Private,BCA,68,90,73,6.39,1,88,Yes,7,3,4,65,72,75,89,88,67,Service,4.63,Placed
SP100292,Male,24,Gujarat,Chennai,Autonomous,MBA,73,81,71,6.86,3,74,Yes,5,2,2,81,61,53,70,70,61,MNC,4.48,Placed
SP100293,Male,24,Maharashtra,Bengaluru,Government,BCA,97,90,95,7.65,0,81,Yes,6,2,2,84,78,86,76,83,79,Government,5.55,Placed
SP100294,Male,20,Karnataka,Mumbai,Private,B.Sc,68,50,50,5.6,5,77,Yes,1,3,2,67,55,60,52,61,60,,0.0,Not Placed
SP100295,Male,23,Rajasthan,Delhi,Autonomous,BCA,68,63,72,6.78,2,78,Yes,1,5,1,60,96,74,49,44,70,,0.0,Not Placed
SP100296,Female,22,Karnataka,Indore,Government,MBA,87,88,79,7.89,0,73,Yes,6,5,5,78,57,64,54,67,67,Service,3.69,Placed
SP100297,Male,22,Rajasthan,Bhopal,Autonomous,MBA,69,94,88,9.15,0,100,Yes,6,5,6,84,83,69,87,88,69,Service,7.81,Placed
SP100298,Female,20,Tamil Nadu,Bhopal,Government,MBA,63,71,81,6.04,3,78,Yes,8,2,6,61,48,76,58,56,75,,0.0,Not Placed
SP100299,Male,22,Uttar Pradesh,Delhi,Autonomous,BCA,95,78,93,9.2,0,86,Yes,3,6,4,88,85,75,82,74,88,MNC,8.5,Placed
SP100300,Female,22,Maharashtra,Indore,Private,MCA,81,78,68,6.26,4,78,Yes,1,6,3,59,74,49,40,90,78,,0.0,Not Placed
SP100301,Male,24,Tamil Nadu,Lucknow,Private,BBA,82,66,81,7.46,3,85,Yes,6,4,4,60,57,60,69,56,86,Service,2.81,Placed
SP100302,Female,24,Delhi,Jaipur,Private,B.Sc,77,68,66,7.38,2,73,No,0,2,8,75,50,78,54,75,72,Startup,2.5,Placed
SP100303,Male,25,Delhi,Chennai,Private,B.Tech,60,52,62,5.86,5,76,Yes,2,1,4,46,73,61,71,73,67,,0.0,Not Placed
SP100304,Female,26,Tamil Nadu,Pune,Private,BCA,73,56,67,7.96,2,77,Yes,5,1,7,71,80,73,66,87,61,Product,7.98,Placed
SP100305,Female,24,Rajasthan,Jaipur,Autonomous,MBA,98,82,83,9.82,1,80,Yes,8,5,4,72,87,60,64,72,79,Product,6.12,Placed
SP100306,Female,26,Tamil Nadu,Pune,Government,BCA,63,83,73,7.77,3,70,Yes,5,3,0,50,71,62,62,68,54,Startup,3.95,Placed
SP100307,Male,26,Karnataka,Bengaluru,Autonomous,B.Tech,86,79,65,7.96,3,87,No,0,4,4,61,30,69,73,56,62,Service,2.5,Placed
SP100308,Male,23,Madhya Pradesh,Mumbai,Private,BCA,83,76,85,8.98,1,84,Yes,7,7,5,60,81,84,78,81,69,MNC,7.97,Placed
SP100309,Male,25,Delhi,Jaipur,Government,B.Sc,50,72,71,7.19,4,73,Yes,1,0,0,66,62,64,54,62,85,,0.0,Not Placed
SP100310,Female,23,Tamil Nadu,Chennai,Government,B.Com,70,54,67,5.0,4,76,No,0,3,3,67,30,80,52,80,57,,0.0,Not Placed
SP100311,Female,22,Rajasthan,Pune,Autonomous,BBA,62,50,61,5.53,4,88,Yes,3,1,2,48,100,75,49,84,62,,0.0,Not Placed
SP100312,Male,26,Rajasthan,Delhi,Private,MCA,70,61,77,7.01,4,67,Yes,1,0,5,75,71,38,56,76,47,,0.0,Not Placed
SP100313,Male,27,Madhya Pradesh,Indore,Autonomous,MCA,86,88,92,6.53,0,81,Yes,6,4,5,69,68,68,79,68,78,Service,2.5,Placed
SP100314,Male,24,Rajasthan,Bengaluru,Private,MCA,98,60,87,6.62,3,90,No,0,4,3,77,67,63,77,100,77,Service,3.14,Placed
SP100315,Female,22,Delhi,Lucknow,Private,MCA,62,65,71,8.45,3,83,No,0,4,4,81,54,81,70,80,40,,0.0,Not Placed
SP100316,Male,24,Rajasthan,Ahmedabad,Private,MCA,50,71,70,8.98,2,62,No,0,2,5,58,59,57,72,82,62,,0.0,Not Placed
SP100317,Male,22,Tamil Nadu,Bengaluru,Private,B.Tech,97,96,78,9.9,0,96,No,0,3,7,68,98,97,90,82,75,Service,8.08,Placed
SP100318,Male,21,Gujarat,Ahmedabad,Private,BBA,76,85,71,8.92,3,78,Yes,3,5,4,54,47,62,73,56,71,MNC,2.66,Placed
SP100319,Male,26,Karnataka,Bhopal,Government,B.Tech,67,60,65,7.67,2,70,No,0,3,8,60,68,79,56,79,46,MNC,3.19,Placed
SP100320,Female,23,Uttar Pradesh,Chennai,Private,B.Tech,69,68,89,7.84,0,89,No,0,3,6,59,84,76,82,70,73,Product,4.71,Placed
SP100321,Female,24,Tamil Nadu,Mumbai,Autonomous,B.Sc,83,80,70,7.81,4,76,Yes,8,4,5,83,68,72,95,68,80,Government,8.68,Placed
SP100322,Male,21,Delhi,Ahmedabad,Government,BCA,82,86,87,8.58,1,80,No,0,7,0,63,54,85,77,70,57,Government,3.96,Placed
SP100323,Male,24,Tamil Nadu,Bhopal,Private,BBA,64,70,50,5.53,4,74,Yes,1,3,4,80,55,75,49,40,73,,0.0,Not Placed
SP100324,Male,24,Maharashtra,Chennai,Private,MBA,75,62,70,5.8,4,71,Yes,1,3,7,97,78,41,64,57,62,Government,6.71,Placed
SP100325,Male,22,Uttar Pradesh,Indore,Autonomous,BBA,79,75,68,7.31,1,84,Yes,7,4,4,57,77,79,92,81,55,,0.0,Not Placed
SP100326,Female,25,Tamil Nadu,Lucknow,Private,B.Tech,73,89,72,7.29,3,84,Yes,5,5,3,75,50,63,70,76,45,Service,2.65,Placed
SP100327,Female,20,Madhya Pradesh,Mumbai,Private,MBA,51,71,64,7.12,4,65,No,0,3,3,56,47,73,56,52,56,,0.0,Not Placed
SP100328,Male,24,Uttar Pradesh,Delhi,Autonomous,B.Tech,75,88,72,9.31,0,97,Yes,9,5,5,73,50,74,75,59,93,MNC,3.19,Placed
SP100329,Male,24,Karnataka,Bengaluru,Government,B.Com,86,81,71,7.98,2,85,No,0,6,4,73,87,35,63,80,69,Product,5.38,Placed
SP100330,Male,22,Rajasthan,Bhopal,Government,MCA,85,83,68,7.74,3,79,Yes,6,7,4,63,53,65,47,64,69,Product,2.77,Placed
SP100331,Male,25,Delhi,Chennai,Private,BBA,84,79,64,6.33,1,83,Yes,3,3,8,65,63,74,64,57,53,,0.0,Not Placed
SP100332,Male,23,Uttar Pradesh,Lucknow,Private,B.Sc,75,79,79,8.35,2,77,Yes,2,3,6,64,67,48,89,61,64,Product,5.33,Placed
SP100333,Female,23,Uttar Pradesh,Bengaluru,Government,B.Tech,68,66,64,8.33,4,79,Yes,2,5,4,68,65,63,54,78,70,,0.0,Not Placed
SP100334,Female,25,Delhi,Bhopal,Government,B.Tech,57,63,63,5.9,5,88,Yes,1,5,3,60,83,75,60,56,77,,0.0,Not Placed
SP100335,Female,25,Gujarat,Mumbai,Government,BCA,68,79,67,6.66,3,77,No,0,4,5,59,70,63,99,74,82,MNC,6.7,Placed
SP100336,Male,22,Gujarat,Jaipur,Autonomous,B.Sc,61,50,63,5.0,4,80,No,0,2,5,57,51,67,52,55,69,,0.0,Not Placed
SP100337,Male,22,Tamil Nadu,Ahmedabad,Private,B.Com,86,69,73,7.68,3,74,Yes,4,4,6,80,94,72,86,60,92,MNC,5.59,Placed
SP100338,Male,23,Tamil Nadu,Delhi,Private,B.Sc,76,54,71,5.0,4,60,No,0,3,4,58,37,64,49,69,46,,0.0,Not Placed
SP100339,Male,27,Gujarat,Pune,Private,B.Sc,77,78,85,7.04,3,81,Yes,4,2,7,55,70,57,67,73,68,Service,2.5,Placed
SP100340,Male,24,Uttar Pradesh,Delhi,Autonomous,MBA,79,89,67,8.26,2,75,Yes,7,6,2,71,78,44,68,78,76,MNC,5.05,Placed
SP100341,Male,23,Delhi,Delhi,Government,BBA,76,95,85,8.11,1,70,Yes,9,6,2,66,87,90,88,96,73,Government,9.77,Placed
SP100342,Male,23,Karnataka,Bengaluru,Autonomous,B.Tech,65,69,64,6.36,4,86,Yes,1,4,2,40,70,49,49,63,79,,0.0,Not Placed
SP100343,Male,27,Maharashtra,Indore,Private,B.Tech,72,52,62,5.8,5,80,No,0,4,3,72,61,70,64,58,61,,0.0,Not Placed
SP100344,Male,21,Rajasthan,Bengaluru,Government,MBA,70,88,75,7.05,4,72,No,0,5,7,63,72,59,43,56,64,,0.0,Not Placed
SP100345,Female,20,Gujarat,Bengaluru,Autonomous,B.Tech,72,72,70,6.2,4,87,Yes,1,5,4,51,64,78,68,43,66,,0.0,Not Placed
SP100346,Female,20,Uttar Pradesh,Mumbai,Private,MBA,57,82,68,8.1,5,71,Yes,3,5,3,73,72,63,69,71,66,Product,4.16,Placed
SP100347,Male,22,Delhi,Bengaluru,Private,MCA,92,80,64,8.33,3,79,Yes,3,5,3,84,62,90,30,93,64,Government,2.5,Placed
SP100348,Male,22,Karnataka,Lucknow,Private,B.Com,76,86,76,6.84,2,74,No,0,5,4,72,72,90,58,76,82,Service,3.28,Placed
SP100349,Male,21,Rajasthan,Ahmedabad,Private,MCA,79,97,95,9.9,1,79,Yes,10,7,6,95,72,61,68,96,77,Product,10.05,Placed
SP100350,Female,27,Rajasthan,Bhopal,Government,B.Tech,70,65,70,6.91,3,80,No,0,7,7,72,56,66,62,63,61,,0.0,Not Placed
SP100351,Female,23,Maharashtra,Chennai,Private,MBA,55,98,91,9.9,0,99,Yes,10,7,6,93,98,64,95,90,71,Service,12.62,Placed
